2366.112291,10.08436169,893.3899513
2394.846546,11.83056383,761.52477
2428.445354,13.68980708,658.1003915
2460.894914,15.75053306,571.9976184
2489.589642,17.65323446,510.3465555
2528.27017,19.3585022,465.3907263
2568.573213,21.14938276,425.9825216
2668.161379,23.00538625,391.6155678
2788.784125,23.79956832,378.5475131
2908.948661,23.9774651,375.7389433
3029.080131,24.11088769,373.659714
3149.055714,24.03464621,374.8450183
3268.83762,23.69791301,380.1713423
3388.723451,23.50095586,383.3574878
3508.741549,23.48189549,383.668661
3628.839951,23.57084388,382.2208252
3749.259573,24.09182732,373.9553368
3869.683919,24.61916421,365.9452986
3989.895694,24.86059556,362.3914551
4110.343659,25.41969974,354.4206852
4231.079777,26.36636476,341.69547
4351.853686,27.36385744,329.2396702
4472.367785,28.01191001,321.6227453
4592.579559,28.25334135,318.8744045
4712.970838,28.73620405,313.5162662
4833.603032,29.54309303,304.9534248
4954.121855,30.19749906,298.3448193
5074.154124,30.19749906,298.3448193
5194.025783,29.98148153,300.4944032
5313.812413,29.65110179,303.8425844
5433.750206,29.52403266,305.1502992
5553.617141,29.30166168,307.4660918
5673.724991,29.40331699,306.4030974
5793.861184,29.54309303,304.9534248
5914.172159,29.91794697,301.1325412
6034.502028,30.31821473,297.156923
6154.775212,30.64224101,294.014638
6274.576014,30.33092164,297.0324313
6394.164244,29.73369673,302.9985636
6514.16817,29.69557599,303.3875282
6634.361049,29.91159351,301.1965042
6754.941281,30.64859447,293.9536887
6875.51679,31.37924197,287.1091471
6995.808869,31.72868208,283.9471043
7116.063157,32.02729454,281.2996704
7236.109598,32.04635491,281.1323604
7356.174934,32.0908291,280.7427434
7476.396155,32.34496737,278.5369141
7596.541796,32.49745032,277.2299768
7716.781913,32.77700241,274.8655074
7836.955897,32.96760611,273.2763601
7956.959823,32.92948537,273.5927178
8077.190492,33.19633054,271.3934719
8197.581772,33.67919324,267.5024706
8317.680174,33.76814163,266.7978445
8437.6841,33.73002089,267.0993721
8557.602998,33.57753793,268.3123289
8677.488828,33.38058078,269.8954658
8797.261287,33.03114067,272.75072
8917.123499,32.80241624,274.652554
9037.141596,32.78335587,274.8122381
9157.183313,32.79606278,274.7057615
9277.248649,32.84053698,274.333742
9397.162822,32.68170056,275.6670322
9517.076996,32.52286415,277.0133454
9636.976998,32.34496737,278.5369141
9756.744733,31.9891738,281.6348886
9876.536087,31.66514752,284.5168302
9996.360508,31.38559543,287.0510269
10116.10935,31.00438804,290.5803974
10235.86291,30.6295341,294.1366124
10355.51727,30.12125758,299.0999753
10475.21888,29.67651562,303.5823853
10594.86379,29.15553218,309.0071326
10714.59846,28.75526442,313.3084526
10834.27644,28.27875518,318.5878354
10954.02056,27.89119433,323.0147584
11073.7505,27.48457311,327.7936086
11193.56548,27.19231411,331.3166861
11313.35211,26.86193437,335.3916094
11433.15763,26.55696846,339.2430658
11552.92537,26.20117489,343.8497486
11672.74034,25.90891589,347.7284591
11792.53642,25.59124306,352.0449311
11912.34195,25.28627715,356.2907796
12032.33642,25.2354495,357.008398
12135.31393,24.31181575,370.5715563
12210.69134,22.95773533,392.4284024
